sample_index_0,signal_time_us,i_i16,q_i16,dma_u32
28878,57.756,3962,5241,343478138
28879,57.758,-2523,-2845,4108580389
28880,57.76,-2465,-4767,3982620255
28881,57.762,1336,1269,83166520
28882,57.764,-2831,6497,425850097
28883,57.766,-2880,6061,397276352
28884,57.768,5268,2129,139531412
28885,57.77,6786,3510,230038146
28886,57.772,-3980,3119,204468340
28887,57.774,-3157,-556,4258591659
28888,57.776,2564,3853,252512772
28889,57.778,-515,2829,185466365
28890,57.78,868,-1398,4203348836
28891,57.782,-3435,3392,222360213
28892,57.784,-7258,628,41214886
28893,57.786,1673,-4507,3999598217
28894,57.788,652,294,19268236
28895,57.79,-7829,4472,293134699
28896,57.792,-6082,5427,355723326
28897,57.794,-4105,3196,209514487
28898,57.796,-7302,540,35447674
28899,57.798,-2213,3124,204797787
28900,57.8,5268,3705,242816148
28901,57.802,460,-578,4257087948
28902,57.804,-4861,-2863,4107398403
28903,57.806,-3820,-815,4241617172
28904,57.808,-3604,4408,288944620
28905,57.81,-3916,3761,246542516
28906,57.812,220,-5437,3938648284
28907,57.814,4662,-5741,3918729782
28908,57.816,1105,2189,143459409
28909,57.818,1513,4403,288556521
28910,57.82,2749,778,50989757
28911,57.822,-4030,-5435,3938840642
28912,57.824,-3465,-567,4257870455
28913,57.826,-5182,6061,397274050
28914,57.828,-5029,-1815,4176079963
28915,57.83,5803,-1746,4180547243
28916,57.832,929,2175,142541729
28917,57.834,-6205,-1576,4191741891
28918,57.836,-3362,-3364,4074566366
28919,57.838,-1537,-7182,3824351743
28920,57.84,4164,-4121,4024897604
28921,57.842,3364,-960,4232056100
28922,57.844,1784,-1198,4216456952
28923,57.846,3636,5671,371658292
28924,57.848,-721,-420,4267506991
28925,57.85,-960,-2782,4112710720
28926,57.852,-4370,5626,368766702
28927,57.854,-8808,878,57597336
28928,57.856,-6463,74,4908737
28929,57.858,-7641,-1329,4207927847
28930,57.86,-4572,-3656,4055428644
28931,57.862,-295,-375,4270456537
28932,57.864,572,-5788,3915645500
28933,57.866,-3456,4729,309981824
28934,57.868,-2486,381,25032266
28935,57.87,2093,-402,4268623917
28936,57.872,-3850,2827,185331958
28937,57.874,364,3097,202965356
28938,57.876,3760,2957,193793712
28939,57.878,-2201,-474,4263966567
28940,57.88,706,1297,85000898
28941,57.882,-4907,1287,84405461
28942,57.884,-6543,-3409,4071614065
28943,57.886,3337,-1958,4166651145
28944,57.888,-447,-3024,4096851521
28945,57.89,213,-3438,4069654741
28946,57.892,4837,1863,122098405
28947,57.894,-759,4258,279117065
28948,57.896,1992,4095,268371912
28949,57.898,7752,3364,220470856
28950,57.9,1823,2096,137365279
28951,57.902,-3072,-737,4246729728
28952,57.904,-2172,-2132,4155307908
28953,57.906,-4825,-1866,4172737831
28954,57.908,2097,-3438,4069656625
28955,57.91,8731,-2298,4144374299
28956,57.912,-5044,-1567,4192332876
28957,57.914,-4522,-3262,4081249878
28958,57.916,4673,-359,4271444545
28959,57.918,1588,4037,264570420
28960,57.92,5819,1503,98506427
28961,57.922,63,-1145,4219928639
28962,57.924,-4680,2575,168816056
28963,57.926,4263,-3022,4096921767
28964,57.928,1615,-6628,3860596303
28965,57.93,1429,3031,198641045
28966,57.932,-2367,-1799,4177131201
28967,57.934,-4916,-6294,3882544332
28968,57.936,4598,935,61280758
28969,57.938,-2485,-1989,4164679243
28970,57.94,-1414,-1195,4216715898
28971,57.942,4002,1902,124653474
28972,57.944,-5502,-2332,4142197378
28973,57.946,1984,-2439,4135126976
28974,57.948,3193,-58,4291169401
28975,57.95,-2117,690,45283259
28976,57.952,7370,-26,4293270730
28977,57.954,4504,4661,305467800
28978,57.956,181,4136,271057077
28979,57.958,1987,-2195,4151117763
28980,57.96,-2155,3071,201324437
28981,57.962,-4472,-1940,4167888520
28982,57.964,-3687,-5774,3916624281
28983,57.966,-2088,3273,214562776
28984,57.968,-1420,-1705,4183292532
28985,57.97,4840,1577,103355112
28986,57.972,4876,3347,219353868
28987,57.974,-3894,-8181,3758878922
28988,57.976,1743,-898,4236117711
28989,57.978,2469,3955,259197349
28990,57.98,-441,3583,234880583
28991,57.982,4825,7150,468587225
28992,57.984,-1874,1990,130480302
28993,57.986,-4929,2703,177204415
28994,57.988,-5370,2361,154790662
28995,57.99,-3999,-333,4273205345
28996,57.992,8245,-25,4293337141
28997,57.994,2948,-6033,3899591556
28998,57.996,-886,-4992,3967876234
28999,57.998,4953,-2056,4160230233
29000,58,-825,-2998,4098555079
29001,58.002,3801,-915,4235005657
29002,58.004,3639,721,47255095
29003,58.006,-7110,4448,291562554
29004,58.008,-43,3085,202244053
29005,58.01,3635,1083,70979123
29006,58.012,-3358,458,30077666
29007,58.014,-608,-4452,4003265952
29008,58.016,3336,1154,75631880
29009,58.018,-4005,3859,252964955
29010,58.02,-7338,-1113,4222083926
29011,58.022,-10,2239,146800630
29012,58.024,-1354,1596,104659638
29013,58.026,-6155,-718,4247971829
29014,58.028,-5342,2034,133360418
29015,58.03,-2227,3517,230553421
29016,58.032,2989,1221,80022445
29017,58.034,-1850,-2641,4121950406
29018,58.036,-2778,1758,115275046
29019,58.038,4391,3069,201134375
29020,58.04,-1268,-2299,4144364300
29021,58.042,-87,-434,4266590121
29022,58.044,6217,-2221,4149418057
29023,58.046,1432,-6076,3896771992
29024,58.048,1338,-100,4288415034
29025,58.05,633,2754,180486777
29026,58.052,-2928,-4118,4025152656
29027,58.054,-2717,-5119,3959551331
29028,58.056,-2319,2668,174913265
29029,58.058,-1443,1505,98695773
29030,58.06,-6089,-5665,3923765303
29031,58.062,-6313,-5863,3910788951
29032,58.064,1428,-185,4282844564
29033,58.066,2371,4748,311167299
29034,58.068,2336,287,18811168
29035,58.07,445,-1761,4179558845
29036,58.072,-3602,4971,325841390
29037,58.074,-4190,4240,277933986
29038,58.076,-5337,-1539,4194167591
29039,58.078,1354,-4971,3969189194
29040,58.08,4611,-6688,3856667139
29041,58.082,-1944,-5307,3947231336
29042,58.084,1661,-2720,4116711037
29043,58.086,3247,-4555,3996454063
29044,58.088,-375,-7222,3821731465
29045,58.09,795,724,47448859
29046,58.092,-608,2091,137100704
29047,58.094,2227,-6665,3858172083
29048,58.096,1795,-599,4255713027
29049,58.098,-3471,2434,159576689
29050,58.1,-928,-5603,3927833696
29051,58.102,-2047,-3046,4095408129
29052,58.104,-912,2825,185203824
29053,58.106,1263,3641,238617839
29054,58.108,-2179,3631,238024573
29055,58.11,732,5321,348717788
29056,58.112,-4637,2898,189984227
29057,58.114,-6822,-2486,4132103514
29058,58.116,1486,-2799,4111533518
29059,58.118,-4297,-3194,4085706551
29060,58.12,-2633,3281,215086519
29061,58.122,164,6846,448659620
29062,58.124,-7848,337,22143320
29063,58.126,-3235,5349,350614365
29064,58.128,-4965,1503,98561179
29065,58.13,-6679,-5377,3942639081
29066,58.132,833,5100,334234433
29067,58.134,-329,516,33881783
29068,58.136,4098,-4123,4024766466
29069,58.138,633,3690,241828473
29070,58.14,-7071,4662,305587297
29071,58.142,392,5552,363856264
29072,58.144,-718,123,8125746
29073,58.146,870,1989,130351974
29074,58.148,5832,7833,513349320
29075,58.15,-321,-4658,3989765823
29076,58.152,-1202,-6101,3895196494
29077,58.154,-2491,-1433,4201117253
29078,58.156,-65,-3121,4090494911
29079,58.158,3245,1004,65801389
29080,58.16,-1914,-3706,4052154502
29081,58.162,3470,-3293,4079160718
29082,58.164,6336,4772,312744128
29083,58.166,4032,2165,141889472
29084,58.168,6115,771,50534371
29085,58.17,-1589,-1204,4216125899
29086,58.172,-2375,1003,65795769
29087,58.174,4053,3949,258805717
29088,58.176,-268,-5042,3964600052
29089,58.178,-1839,-814,4241684689
29090,58.18,-856,5033,329907368
29091,58.182,-5736,-2996,4098681240
29092,58.184,-5156,1935,126872540
29093,58.186,3559,5010,328338919
29094,58.188,1595,25,1639995
29095,58.19,-4479,4744,310963841
29096,58.192,3242,-268,4277406890
29097,58.194,2740,-7285,3817540276
29098,58.196,-4257,-556,4258590559
29099,58.198,-2713,89,5895527
29100,58.2,-6090,968,63498294
29101,58.202,-3842,2730,178974974
29102,58.204,1676,-5492,3935045260
29103,58.206,-1414,-1657,4186438266
29104,58.208,-155,6154,403373925
29105,58.21,-1127,-214,4281007001
29106,58.212,-1447,-2971,4100323929
29107,58.214,4091,-3743,4049670139
29108,58.216,-75,-5114,3959881653
29109,58.218,-7722,-77,4289978838
29110,58.22,-9447,612,40164121
29111,58.222,-3130,-855,4238996422
29112,58.224,3940,484,31723364
29113,58.226,-938,1285,84278358
29114,58.228,-3037,3080,201913379
29115,58.23,4118,2536,166203414
29116,58.232,9087,2287,149889919
29117,58.234,6070,3606,236328886
29118,58.236,-3962,1293,84799622
29119,58.238,-4052,509,33419308
29120,58.24,520,2444,160170504
29121,58.242,-1512,2258,148044312
29122,58.244,1966,-1550,4193388462
29123,58.246,6,-6731,3853844486
29124,58.248,-2744,-4817,3979343176
29125,58.25,3988,3024,198184852
29126,58.252,-3138,4839,317191102
29127,58.254,-5061,-335,4273073211
29128,58.256,3170,-3473,4067363938
29129,58.258,-7530,-2626,4122927766
29130,58.26,-6406,-3241,4082624250
29131,58.262,4812,-3878,4040823500
29132,58.264,-4416,1985,130150080
29133,58.266,-3706,6885,451277190
29134,58.268,4820,1778,116527828
29135,58.27,596,1382,90571348
29136,58.272,2830,6640,435161870
29137,58.274,6641,1550,101587441
29138,58.276,1079,1434,93979703
29139,58.278,-1973,4216,276363339
29140,58.28,-2824,-5399,3941201144
29141,58.282,-5291,-1923,4169001813
29142,58.284,-2209,7462,489092959
29143,58.286,-922,3293,215874662
29144,58.288,-7219,4854,318170061
29145,58.29,-2798,4038,264697106
29146,58.292,2652,-1609,4189522524
29147,58.294,-5113,978,64154631
29148,58.296,-4351,-1000,4229492481
29149,58.298,574,-948,4232839742
29150,58.3,-1070,4194,274922450
29151,58.302,124,749,49086588
29152,58.304,1416,-503,4262004104
29153,58.306,2914,3313,217123682
29154,58.308,2513,132,8653265
29155,58.31,2643,-2617,4123462227
29156,58.312,4477,4903,321327485
29157,58.314,-1506,4556,298646046
29158,58.316,252,-5188,3954966780
29159,58.318,6107,-2450,4134410203
29160,58.32,-63,-1343,4207017921
29161,58.322,-390,-1584,4191223418
29162,58.324,4074,3416,223875050
29163,58.326,4467,-6416,3874492787
29164,58.328,982,-3689,4053205974
29165,58.33,-6002,8411,551282830
29166,58.332,-2167,-1030,4227528585
29167,58.334,3045,530,34737125
29168,58.336,603,4349,285016667
29169,58.338,1399,-2441,4134995319
29170,58.34,-904,2590,169802872
29171,58.342,-2770,439,28833070
29172,58.344,2090,-499,4262266922
29173,58.346,5890,5495,360126210
29174,58.348,5352,881,57742568
29175,58.35,-289,4195,274988767
29176,58.352,887,5699,373490551
29177,58.354,7176,-382,4269939720
29178,58.356,502,2713,177799670
29179,58.358,-7719,2438,159834585
29180,58.36,-6506,1138,74638998
29181,58.362,-2912,2472,162067616
29182,58.364,322,253,16580930
29183,58.366,-1868,-1820,4175755444
29184,58.368,-3567,-4985,3968332305
29185,58.37,241,-1851,4173660401
29186,58.372,-1309,3056,200342243
29187,58.374,-272,-2336,4141940464
29188,58.376,6686,-2139,4154792478
29189,58.378,5890,7270,476452610
29190,58.38,5004,3941,258282380
29191,58.382,6118,-3255,4081653734
29192,58.384,4698,4295,281481818
29193,58.386,2874,2214,145099578
29194,58.388,-2364,-5054,3963811524
29195,58.39,3485,2459,161156509
29196,58.392,9192,-1068,4224984040
29197,58.394,-2339,-952,4232640221
29198,58.396,-874,6637,435027094
29199,58.398,1989,-4253,4016244677
29200,58.4,-4213,-2148,4154257291
29201,58.402,4503,3244,212603287
29202,58.404,1258,-2639,4122019050
29203,58.406,-6958,3031,198698194
29204,58.408,1132,-543,4259382380
29205,58.41,-3278,-2180,4152161074
29206,58.412,-6093,395,25946163
29207,58.414,-272,-7658,3793157872
29208,58.416,-3294,2686,176091938
29209,58.418,-1543,5062,331807225
29210,58.42,116,-5760,3917480052
29211,58.422,2072,70,4589592
29212,58.424,7772,-1354,4206239324
29213,58.426,-167,-1339,4207279961
29214,58.428,-4129,1568,102821855
29215,58.43,4404,-5704,3921154356
29216,58.432,650,-4057,4029088394
29217,58.434,-3552,-1990,4164612640
29218,58.436,5142,1162,76157974
29219,58.438,1899,3679,241108843
29220,58.44,-7764,-718,4247970220
29221,58.442,-2286,4347,284948242
29222,58.444,482,2001,131138018
29223,58.446,1448,-2536,4128769448
29224,58.448,8506,3147,206250298
29225,58.45,2239,-360,4271376575
29226,58.452,-4116,1332,87355372
29227,58.454,124,2544,166723708
29228,58.456,805,-7240,3820487461
29229,58.458,559,-5518,3933340207
29230,58.46,-1903,-1521,4195350673
29231,58.462,-367,-3966,4035116689
29232,58.464,6795,-5504,3934263947
29233,58.466,3528,-1302,4209642952
29234,58.468,-1640,3532,231537048
29235,58.47,-3812,-4091,4026921244
29236,58.472,-3628,-4094,4026724820
29237,58.474,4954,2165,141890394
29238,58.476,2846,-2641,4121889566
29239,58.478,-7371,1434,94036789
29240,58.48,-1231,1651,108264241
29241,58.482,5159,-5726,3919713319
29242,58.484,-2488,3719,243791432
29243,58.486,-5341,5435,356248355
29244,58.488,471,-3466,4067819991
29245,58.49,3518,-2598,4124708286
29246,58.492,3353,-4479,4001434905
29247,58.494,1168,-3493,4066051216
29248,58.496,211,2894,189661395
29249,58.498,1621,2552,167249493
29250,58.5,-304,4535,297270992
29251,58.502,-929,2314,151714911
29252,58.504,691,-6215,3887661747
29253,58.506,-1315,-1063,4225366749
29254,58.508,-2136,1607,105379752
29255,58.51,1331,-8343,3748201779
29256,58.512,1696,-6633,3860268704
29257,58.514,-4841,-1038,4227001623
29258,58.516,-1116,-3026,4096719780
29259,58.518,7811,-846,4239531651
29260,58.52,-2012,2043,133953572
29261,58.522,-3318,3258,213578506
29262,58.524,7382,4278,280370390
29263,58.526,1797,5114,335152901
29264,58.528,-1452,7566,495909460
29265,58.53,-4410,2084,136638150
29266,58.532,-7921,-1537,4194296079
29267,58.534,-619,4053,265682325
29268,58.536,-6517,2330,152757899
29269,58.538,-6147,2042,133883901
29270,58.54,4118,2836,185864214
29271,58.542,-5017,-1279,4211207271
29272,58.544,-3260,3544,232321860
29273,58.546,4841,2120,138941161
29274,58.548,-2966,-893,4236506218
29275,58.55,-1543,6215,407370233
29276,58.552,4708,-161,4284420708
29277,58.554,4157,-3083,4092923965
29278,58.556,4073,1723,112922601
29279,58.558,4884,-5639,3925414676
29280,58.56,1854,-4178,4021159742
29281,58.562,-3190,841,55178122
29282,58.564,1663,2184,143132287
29283,58.566,5053,7079,463934397
29284,58.568,-473,1387,90963495
29285,58.57,-1495,921,60422697
29286,58.572,29,7409,485556253
29287,58.574,-443,2941,192806469
29288,58.576,-5275,-519,4261014373
29289,58.578,-1881,-2771,4113430695
29290,58.58,7634,-3978,4034272722
29291,58.582,-862,-3073,4093639842
29292,58.584,-5814,-2515,4130203978
29293,58.586,-3834,2402,157479174
29294,58.588,-8419,1923,126082845
29295,58.59,-111,1515,99352465
29296,58.592,3989,2536,166203285
29297,58.594,1339,-2267,4146398523
29298,58.596,2059,425,27854859
29299,58.598,-8498,2751,180346574
29300,58.6,-2719,3123,204731745
29301,58.602,9358,5422,355345550
29302,58.604,-3018,3003,196867126
29303,58.606,-4081,5393,353497103
29304,58.608,6555,1863,122100123
29305,58.61,4457,-1354,4206236009
29306,58.612,-776,3496,229178616
29307,58.614,-3713,-5593,3928486271
29308,58.616,-1283,-7700,3790404349
29309,58.618,2239,-595,4255975615
29310,58.62,380,-1612,4189323644
29311,58.622,-1882,970,63633574
29312,58.624,-2717,1441,94500195
29313,58.626,-171,3004,196935509
29314,58.628,3371,45,2952491
29315,58.63,3524,-7669,3792375236
29316,58.632,3790,-2005,4163571406
29317,58.634,1398,1116,73139574
29318,58.636,-2994,5613,367916110
29319,58.638,1284,5837,382534916
29320,58.64,4947,-3838,4043445075
29321,58.642,-765,2660,174390531
29322,58.644,-2323,142,9369325
29323,58.646,-2792,-4520,3998807320
29324,58.648,-4684,5125,335932852
29325,58.65,1078,1645,107807798
29326,58.652,4029,3583,234819517
29327,58.654,2318,2694,176556302
29328,58.656,-88,-3465,4067950504
29329,58.658,-3093,1964,128775147
29330,58.66,1399,-6898,3842901367
29331,58.662,2420,-3083,4092922228
29332,58.664,-3780,8285,543027516
29333,58.666,-2239,-2281,4145542977
29334,58.668,5154,1746,114431010
29335,58.67,8483,4293,281354531
29336,58.672,4431,-2151,4154003791
29337,58.674,2031,3747,245565423
29338,58.676,-561,3120,204537295
29339,58.678,-5568,1046,68610624
29340,58.68,2417,-2483,4132243825
29341,58.682,4726,-6901,3842708086
29342,58.684,-5560,-1061,4225493576
29343,58.686,-1232,-764,4244962096
29344,58.688,705,-3266,4080927425
29345,58.69,-7692,-1064,4225294836
29346,58.692,-2148,-1085,4223924124
29347,58.694,5275,-3739,4049933467
29348,58.696,3489,3,200097
29349,58.698,2793,6786,444730089
29350,58.7,-2588,-186,4282840548
29351,58.702,-5822,-1362,4205766978
29352,58.704,5005,4914,322048909
29353,58.706,7814,302,19799686
29354,58.708,548,2535,166134308
29355,58.71,-2589,2313,151647715
29356,58.712,-7498,-3276,4080329398
29357,58.714,-3547,136,8974885
29358,58.716,3600,216,14159376
29359,58.718,3501,1951,127864237
29360,58.72,5949,2110,138286909
29361,58.722,-2003,-422,4267374637
29362,58.724,-4717,4569,299494803
29363,58.726,2690,4626,303172226
29364,58.728,-5577,1948,127724087
29365,58.73,-4716,-3617,4057984404
29366,58.732,-1090,-6562,3864984510
29367,58.734,-4424,63,4189880
29368,58.736,5485,-4971,3969193325
29369,58.738,-473,-5948,3905224231
29370,58.74,-6417,4651,304867055
29371,58.742,3763,1758,115216051
29372,58.744,-1878,-2862,4107466922
29373,58.746,1945,-2050,4160620441
29374,58.748,7830,-1254,4212792982
29375,58.75,-4872,377,24767736
29376,58.752,-3514,-2047,4160877126
29377,58.754,-1357,-2996,4098685619
29378,58.756,-4618,361,23719414
29379,58.758,1278,2653,173868286
29380,58.76,1961,1721,112789417
29381,58.762,6192,410,26875952
29382,58.764,7512,2353,154213720
29383,58.766,-4756,3956,259321196
29384,58.768,-3376,2895,189788880
29385,58.77,2078,-551,4258859038
29386,58.772,-2661,-3454,4068668827
29387,58.774,-1013,-4671,3988913163
29388,58.776,-3147,-5080,3962106805
29389,58.778,-7364,-673,4250919740
29390,58.78,1784,4082,267519736
29391,58.782,3424,3257,213454176
29392,58.784,-6106,-1435,4200982566
29393,58.786,-2896,-3798,4046124208
29394,58.788,-1,-5,4294705151
29395,58.79,7,-7,4294508551
29396,58.792,6,4,262150
29397,58.794,-9,6,458743
29398,58.796,0,9,589824
29399,58.798,0,8,524288
29400,58.8,-7,10,720889
29401,58.802,-10,4,327670
29402,58.804,5,-2,4294836229
29403,58.806,-8,-4,4294770680
29404,58.808,-1,-5,4294705151
29405,58.81,4,10,655364
29406,58.812,-10,-10,4294377462
29407,58.814,9,3,196617
29408,58.816,-5,-5,4294705147
29409,58.818,-7,9,655353
29410,58.82,-6,3,262138
29411,58.822,-8,0,65528
29412,58.824,5,-4,4294705157
29413,58.826,-10,2,196598
29414,58.828,-2,-4,4294770686
29415,58.83,0,0,0
29416,58.832,10,2,131082
29417,58.834,1,0,1
29418,58.836,5,6,393221
29419,58.838,-6,-3,4294836218
29420,58.84,10,-6,4294574090
29421,58.842,-4,1,131068
29422,58.844,-1,3,262143
29423,58.846,-2,-1,4294967294
29424,58.848,1,1,65537
29425,58.85,-5,-3,4294836219
29426,58.852,6,-10,4294311942
29427,58.854,2,7,458754
29428,58.856,-1,-8,4294508543
29429,58.858,2,2,131074
29430,58.86,-4,-1,4294967292
29431,58.862,9,4,262153
29432,58.864,-5,6,458747
29433,58.866,9,-8,4294443017
29434,58.868,3,-3,4294770691
29435,58.87,3,-1,4294901763
29436,58.872,-5,3,262139
29437,58.874,8,5,327688
29438,58.876,-4,-9,4294443004
29439,58.878,-5,8,589819
29440,58.88,2,-6,4294574082
29441,58.882,3,-10,4294311939
29442,58.884,-9,9,655351
29443,58.886,-9,-3,4294836215
29444,58.888,5,0,5
29445,58.89,2,9,589826
29446,58.892,-3,-7,4294574077
29447,58.894,4,10,655364
29448,58.896,10,1,65546
29449,58.898,10,2,131082
29450,58.9,-1,-1,4294967295
29451,58.902,-2,-3,4294836222
29452,58.904,-9,-6,4294639607
29453,58.906,5,9,589829
29454,58.908,7,-6,4294574087
29455,58.91,7,9,589831
29456,58.912,-8,5,393208
29457,58.914,-2,10,720894
29458,58.916,-7,-8,4294508537
29459,58.918,-8,-5,4294705144
29460,58.92,-8,-6,4294639608
29461,58.922,-3,0,65533
29462,58.924,-10,-7,4294574070
29463,58.926,9,9,589833
29464,58.928,0,-4,4294705152
29465,58.93,7,-10,4294311943
29466,58.932,6,-1,4294901766
29467,58.934,7,-7,4294508551
29468,58.936,-6,-6,4294639610
29469,58.938,-5,9,655355
29470,58.94,9,3,196617
29471,58.942,-3,8,589821
29472,58.944,-9,-8,4294508535
29473,58.946,10,4,262154
29474,58.948,-2,1,131070
29475,58.95,-10,-8,4294508534
29476,58.952,0,6,393216
29477,58.954,1,7,458753
29478,58.956,8,-6,4294574088
29479,58.958,3,5,327683
29480,58.96,1,-5,4294639617
29481,58.962,-2,4,327678
29482,58.964,5,-3,4294770693
29483,58.966,-4,6,458748
29484,58.968,-2,6,458750
29485,58.97,-8,-9,4294443000
29486,58.972,0,6,393216
29487,58.974,-10,-8,4294508534
29488,58.976,-6,-1,4294967290
29489,58.978,-10,2,196598
29490,58.98,-6,9,655354
29491,58.982,-4,5,393212
29492,58.984,1,7,458753
29493,58.986,-1,-5,4294705151
29494,58.988,4,5,327684
29495,58.99,10,6,393226
29496,58.992,-6,-9,4294443002
29497,58.994,7,-4,4294705159
29498,58.996,-3,-2,4294901757
29499,58.998,-7,9,655353
29500,59,9,-4,4294705161
29501,59.002,9,0,9
29502,59.004,5,7,458757
29503,59.006,1,8,524289
29504,59.008,1,1,65537
29505,59.01,-10,-5,4294705142
29506,59.012,6,-9,4294377478
29507,59.014,-7,3,262137
29508,59.016,-3,7,524285
29509,59.018,7,-6,4294574087
29510,59.02,4,-2,4294836228
29511,59.022,-6,6,458746
29512,59.024,-10,-7,4294574070
29513,59.026,-2,-5,4294705150
29514,59.028,10,-8,4294443018
29515,59.03,5,-5,4294639621
29516,59.032,-8,-9,4294443000
29517,59.034,-5,-4,4294770683
29518,59.036,-8,-9,4294443000
29519,59.038,-10,8,589814
29520,59.04,10,-8,4294443018
29521,59.042,4,-4,4294705156
29522,59.044,-3,-6,4294639613
29523,59.046,3,10,655363
29524,59.048,3,-6,4294574083
29525,59.05,-1,6,458751
29526,59.052,3,6,393219
29527,59.054,-9,-8,4294508535
29528,59.056,-4,7,524284
29529,59.058,-7,-6,4294639609
29530,59.06,8,-8,4294443016
29531,59.062,-10,6,458742
29532,59.064,-2,6,458750
29533,59.066,2,3,196610
29534,59.068,10,6,393226
29535,59.07,-3,10,720893
29536,59.072,-9,10,720887
29537,59.074,3,5,327683
29538,59.076,8,7,458760
29539,59.078,-4,-9,4294443004
29540,59.08,7,-10,4294311943
29541,59.082,4,0,4
29542,59.084,2,-7,4294508546
29543,59.086,-8,-2,4294901752
29544,59.088,8,-9,4294377480
29545,59.09,1,5,327681
29546,59.092,-7,3,262137
29547,59.094,5,-4,4294705157
29548,59.096,-4,1,131068
29549,59.098,-1,-1,4294967295
29550,59.1,5,-1,4294901765
29551,59.102,0,-9,4294377472
29552,59.104,5,-1,4294901765
29553,59.106,4,0,4
29554,59.108,6,-5,4294639622
29555,59.11,-8,4,327672
29556,59.112,6,1,65542
29557,59.114,-10,-2,4294901750
29558,59.116,2,-2,4294836226
29559,59.118,4,5,327684
29560,59.12,-1,1,131071
29561,59.122,-1,-9,4294443007
29562,59.124,4,2,131076
29563,59.126,7,-9,4294377479
29564,59.128,-1,2,196607
29565,59.13,-4,6,458748
29566,59.132,10,-3,4294770698
29567,59.134,-9,6,458743
29568,59.136,-7,1,131065
29569,59.138,-5,-7,4294574075
29570,59.14,-4,-10,4294377468
29571,59.142,-1,1,131071
29572,59.144,-5,-1,4294967291
29573,59.146,-6,0,65530
29574,59.148,10,10,655370
29575,59.15,7,-8,4294443015
29576,59.152,1,-6,4294574081
29577,59.154,-8,-4,4294770680
29578,59.156,10,3,196618
29579,59.158,-3,6,458749
29580,59.16,4,-7,4294508548
29581,59.162,-1,-7,4294574079
29582,59.164,1,7,458753
29583,59.166,-5,1,131067
29584,59.168,-5,-6,4294639611
29585,59.17,4,-9,4294377476
29586,59.172,3,-2,4294836227
29587,59.174,2,6,393218
29588,59.176,-10,5,393206
29589,59.178,-10,1,131062
29590,59.18,-5,4,327675
29591,59.182,8,-7,4294508552
29592,59.184,6,9,589830
29593,59.186,10,-8,4294443018
29594,59.188,3,-4,4294705155
29595,59.19,2,4,262146
29596,59.192,-8,-10,4294377464
29597,59.194,6,-4,4294705158
29598,59.196,8,0,8
29599,59.198,9,5,327689
29600,59.2,-4,-1,4294967292
29601,59.202,-10,5,393206
29602,59.204,10,7,458762
29603,59.206,6,6,393222
29604,59.208,10,-10,4294311946
29605,59.21,4,-1,4294901764
29606,59.212,-8,-10,4294377464
29607,59.214,-3,4,327677
29608,59.216,-1,5,393215
29609,59.218,1,6,393217
29610,59.22,-1,3,262143
29611,59.222,6,-6,4294574086
29612,59.224,-7,-9,4294443001
29613,59.226,8,-2,4294836232
29614,59.228,-4,-5,4294705148
29615,59.23,9,0,9
29616,59.232,2,-9,4294377474
29617,59.234,1,-7,4294508545
29618,59.236,-7,-2,4294901753
29619,59.238,4,-4,4294705156
29620,59.24,5,2,131077
29621,59.242,3,0,3
29622,59.244,-7,-1,4294967289
29623,59.246,7,3,196615
29624,59.248,-9,-1,4294967287
29625,59.25,10,9,589834
29626,59.252,2,9,589826
29627,59.254,9,7,458761
29628,59.256,7,1,65543
29629,59.258,8,9,589832
29630,59.26,3,1,65539
29631,59.262,5,-10,4294311941
29632,59.264,-2,-3,4294836222
29633,59.266,1,-3,4294770689
29634,59.268,2,7,458754
29635,59.27,-5,9,655355
29636,59.272,2,-4,4294705154
29637,59.274,-8,4,327672
29638,59.276,1,-1,4294901761
29639,59.278,-8,-5,4294705144
29640,59.28,3,3,196611
29641,59.282,4,-4,4294705156
29642,59.284,0,-1,4294901760
29643,59.286,-6,10,720890
29644,59.288,0,5,327680
29645,59.29,-6,-10,4294377466
29646,59.292,-3,6,458749
29647,59.294,6,8,524294
29648,59.296,10,-5,4294639626
29649,59.298,8,-1,4294901768
29650,59.3,-7,-7,4294574073
29651,59.302,-4,-6,4294639612
29652,59.304,-4,-7,4294574076
29653,59.306,1,2,131073
29654,59.308,-6,6,458746
29655,59.31,4,8,524292
29656,59.312,2,7,458754
29657,59.314,0,-9,4294377472
29658,59.316,-3,-3,4294836221
29659,59.318,6,-9,4294377478
29660,59.32,-1,0,65535
29661,59.322,7,5,327687
29662,59.324,-2,-3,4294836222
29663,59.326,5,-4,4294705157
29664,59.328,6,-1,4294901766
29665,59.33,9,3,196617
29666,59.332,3,-8,4294443011
29667,59.334,-6,7,524282
29668,59.336,-3,-3,4294836221
29669,59.338,-8,2,196600
29670,59.34,-6,6,458746
29671,59.342,-6,-1,4294967290
29672,59.344,-3,0,65533
29673,59.346,2,6,393218
29674,59.348,7,-4,4294705159
29675,59.35,-9,6,458743
29676,59.352,-1,2,196607
29677,59.354,-5,9,655355
29678,59.356,10,-6,4294574090
29679,59.358,-6,-3,4294836218
29680,59.36,5,-4,4294705157
29681,59.362,8,-4,4294705160
29682,59.364,-9,10,720887
29683,59.366,-3,6,458749
